id,first_name,last_name,gender,phone_number,address,birthdate,blood_type,favorite_color,credit_score
9795,Jason,Gilmore,['M'],+44 - 7744021451,"{'street_address': '07589 Scott Meadows Suite 551', 'city': 'Traceyton', 'state': 'Georgia', 'zipcode': '08832'}",1980-10-22,B-,LightCyan,837
9796,Megan,Kerr,['F'],+44 - 8572926048,"{'street_address': '574 Carly Passage Apt. 095', 'city': 'Elizabethville', 'state': 'Iowa', 'zipcode': '35215'}",1987-07-17,B+,DarkOliveGreen,624
9797,Natalie,Johnson,['M'],+86 - 3232122541,"{'street_address': '070 Wyatt Prairie Apt. 255', 'city': 'Lake Daniel', 'state': 'New York', 'zipcode': '33860'}",1952-03-24,AB+,DarkRed,373
9798,Melissa,Love,['F'],+86 - 3356305627,"{'street_address': '4001 Mills Creek', 'city': 'Samuelton', 'state': 'North Dakota', 'zipcode': '14115'}",1985-01-03,AB+,DarkRed,360
9799,Steven,Mendoza,['F'],+81 - 1182144719,"{'street_address': '08536 Regina Loaf', 'city': 'South Kimton', 'state': 'Nebraska', 'zipcode': '64523'}",1973-11-16,O-,SkyBlue,457
9800,Marcus,Newman,['F'],+86 - 2402614432,"{'street_address': '282 Todd Via', 'city': 'Daughertybury', 'state': 'North Dakota', 'zipcode': '24497'}",1945-06-05,AB+,LightSalmon,543
9801,Alyssa,Williams,['M'],+81 - 7893904416,"{'street_address': '557 Richard Stravenue Suite 398', 'city': 'Rodriguezfort', 'state': 'Vermont', 'zipcode': '78252'}",1983-01-06,AB+,Pink,791
9802,Erika,Montes,['F'],+1 - 7910332749,"{'street_address': '58228 West Mill', 'city': 'Smithville', 'state': 'Pennsylvania', 'zipcode': '96693'}",2003-08-08,O-,MediumTurquoise,848
9803,David,Lowery,['F'],+1 - 6494887277,"{'street_address': '703 Gonzalez Circles', 'city': 'South Julieport', 'state': 'Kansas', 'zipcode': '38975'}",1998-07-09,A-,Bisque,591
9804,Judith,Diaz,['M'],+86 - 5411583047,"{'street_address': '971 Michael Oval Apt. 009', 'city': 'Steventown', 'state': 'Mississippi', 'zipcode': '79020'}",1966-06-17,B-,Green,647
9805,Molly,Guzman,['F'],+91 - 5509950144,"{'street_address': '1609 Alan Trace Suite 987', 'city': 'Lake Christopher', 'state': 'North Dakota', 'zipcode': '47442'}",1981-09-09,O-,DarkBlue,371
9806,Sandra,Howard,['F'],+86 - 5367117627,"{'street_address': '62827 Anne Keys Apt. 311', 'city': 'South Jeremy', 'state': 'Vermont', 'zipcode': '65766'}",2003-02-05,B+,Chocolate,379
9807,Nicole,Dawson,['F'],+86 - 4792863606,"{'street_address': '10123 Madison Square Apt. 299', 'city': 'Williamtown', 'state': 'Montana', 'zipcode': '52443'}",1962-06-17,AB+,DimGray,535
9808,Robin,Reilly,['F'],+86 - 3622945266,"{'street_address': '8001 Kathy Court', 'city': 'Stricklandside', 'state': 'Ohio', 'zipcode': '60885'}",1988-07-13,O+,Moccasin,634
9809,Noah,Khan,['F'],+86 - 7445391684,"{'street_address': '60087 Stephanie Prairie Suite 852', 'city': 'New Brookechester', 'state': 'Nevada', 'zipcode': '17395'}",1970-06-28,AB-,Teal,675
9810,Amber,Fernandez,['F'],+91 - 6842567630,"{'street_address': '55317 Gray Run', 'city': 'South Jessefurt', 'state': 'Michigan', 'zipcode': '61715'}",2000-08-22,AB+,Thistle,304
9811,Yvette,Harris,['M'],+44 - 6380352113,"{'street_address': '2466 Gonzalez Crest', 'city': 'West Melissa', 'state': 'Vermont', 'zipcode': '44733'}",1988-02-01,AB+,Violet,617
9812,Catherine,Dickson,['M'],+1 - 5634565374,"{'street_address': '253 Morrison Meadow Suite 651', 'city': 'Lake Tracey', 'state': 'Hawaii', 'zipcode': '48095'}",1988-01-08,A+,Ivory,319
9813,David,Montes,['M'],+81 - 4081873322,"{'street_address': '25898 Taylor Brook', 'city': 'East Lorishire', 'state': 'Tennessee', 'zipcode': '84033'}",1993-08-20,O+,MidnightBlue,764
9814,James,Butler,['M'],+1 - 6943298519,"{'street_address': '842 Scott Manor', 'city': 'West Sandraland', 'state': 'Alabama', 'zipcode': '20694'}",1989-04-18,O-,OldLace,495
9815,Nicole,Parsons,['M'],+44 - 7291490692,"{'street_address': '60521 Anderson Glen', 'city': 'Phillipsburgh', 'state': 'Wisconsin', 'zipcode': '71989'}",1964-07-18,O+,AliceBlue,770
9816,Kimberly,Wiggins,['M'],+44 - 5120671648,"{'street_address': '53931 Duncan Corners', 'city': 'Hicksmouth', 'state': 'Alabama', 'zipcode': '83505'}",1956-01-03,A+,LavenderBlush,398
9817,Ashley,Smith,['M'],+44 - 2928141633,"{'street_address': '3579 Catherine Club Apt. 471', 'city': 'Sallymouth', 'state': 'Florida', 'zipcode': '50082'}",1952-05-08,O+,LightCyan,548
9818,Kayla,Walker,['F'],+86 - 2590186081,"{'street_address': '180 Johnson Mall Apt. 053', 'city': 'South Christophershire', 'state': 'Hawaii', 'zipcode': '43320'}",1977-12-14,B+,DarkSlateBlue,772
9819,Joshua,Lynch,['M'],+91 - 0180638971,"{'street_address': '827 Chandler Ranch Suite 965', 'city': 'Michaelfort', 'state': 'Colorado', 'zipcode': '04957'}",1962-12-03,O+,DarkRed,307
9820,Johnathan,Hoffman,['F'],+44 - 0867619147,"{'street_address': '0356 John Ranch', 'city': 'Johnnyport', 'state': 'Kansas', 'zipcode': '86990'}",1967-09-08,B-,FireBrick,763
9821,Laura,Williams,['M'],+81 - 3599620465,"{'street_address': '7263 Nicole Cliffs Suite 214', 'city': 'Ashleyberg', 'state': 'Georgia', 'zipcode': '93229'}",1993-09-20,A+,LavenderBlush,407
9822,Emily,Conner,['M'],+81 - 8171809834,"{'street_address': '2822 Myers Loop Apt. 263', 'city': 'New Lauriemouth', 'state': 'Wisconsin', 'zipcode': '49812'}",2005-06-10,B+,Violet,351
9823,John,Guerrero,['M'],+91 - 7655179372,"{'street_address': '1677 Paul Parks Apt. 723', 'city': 'Lisafurt', 'state': 'Texas', 'zipcode': '38074'}",1958-10-02,AB-,MidnightBlue,312
9824,Scott,Campbell,['M'],+86 - 4344044028,"{'street_address': '85182 Hall Club Suite 036', 'city': 'Lake Nancyport', 'state': 'Indiana', 'zipcode': '23853'}",1947-06-25,B+,Cornsilk,694
9825,Jacob,Herman,['F'],+44 - 3591894894,"{'street_address': '08648 Smith Drive', 'city': 'Whitehaven', 'state': 'Missouri', 'zipcode': '29779'}",2003-06-10,B+,Black,345
9826,Tara,Baker,['M'],+44 - 8628187287,"{'street_address': '98553 Justin Junctions', 'city': 'Ashleymouth', 'state': 'Georgia', 'zipcode': '91495'}",1975-01-27,O+,Gray,452
9827,Matthew,Rodriguez,['F'],+86 - 2410247715,"{'street_address': '528 Hays Forge', 'city': 'Horntown', 'state': 'New Mexico', 'zipcode': '07413'}",1995-05-26,A+,DarkTurquoise,541
9828,Daniel,Wong,['M'],+81 - 1114598222,"{'street_address': '516 Collins Inlet', 'city': 'Perryton', 'state': 'New Hampshire', 'zipcode': '68929'}",2004-06-04,B+,DarkCyan,398
9829,Heather,Phillips,['F'],+44 - 3602515095,"{'street_address': '05592 David Points', 'city': 'Port Michellemouth', 'state': 'North Dakota', 'zipcode': '48818'}",1993-10-22,AB-,OrangeRed,659
9830,Darryl,Martinez,['M'],+44 - 9321935316,"{'street_address': '54004 Rush Passage', 'city': 'South Brianstad', 'state': 'Oregon', 'zipcode': '89021'}",1966-08-02,AB-,Moccasin,666
9831,Eric,Rush,['M'],+86 - 1446686153,"{'street_address': '30239 Stewart Mill Suite 179', 'city': 'North Joshuamouth', 'state': 'Oklahoma', 'zipcode': '24171'}",2000-12-15,A-,CadetBlue,339
9832,Karen,Lee,['F'],+44 - 0223158134,"{'street_address': '0445 Davis Turnpike', 'city': 'Morrisburgh', 'state': 'Missouri', 'zipcode': '07193'}",1951-11-30,A+,Navy,447
9833,Becky,Oliver,['F'],+86 - 8660491205,"{'street_address': '487 Moss Key Suite 724', 'city': 'Smithfurt', 'state': 'Virginia', 'zipcode': '91124'}",1998-06-22,B+,LightCyan,681
9834,Angela,Warren,['F'],+86 - 3135291373,"{'street_address': '44382 Keith Mission', 'city': 'New Dustinstad', 'state': 'Colorado', 'zipcode': '33588'}",1981-12-21,B+,GreenYellow,733
9835,Danielle,Ellis,['M'],+1 - 4636448490,"{'street_address': '028 Boyd Dale Suite 838', 'city': 'West Debra', 'state': 'South Carolina', 'zipcode': '86624'}",1954-03-28,A-,LightPink,349
9836,Herbert,Manning,['M'],+44 - 8773596014,"{'street_address': '1531 Angela Passage Apt. 611', 'city': 'South Jonathan', 'state': 'Michigan', 'zipcode': '07453'}",1961-10-24,A-,SeaGreen,739
9837,Deanna,Hernandez,['F'],+91 - 9740385683,"{'street_address': '3690 Clark Harbor Apt. 797', 'city': 'North Tyroneton', 'state': 'Hawaii', 'zipcode': '60772'}",1951-04-10,O-,LemonChiffon,618
9838,Eduardo,Rogers,['F'],+44 - 6032757554,"{'street_address': '50196 Henry View', 'city': 'Port Theresaview', 'state': 'Alaska', 'zipcode': '03643'}",1964-08-02,B+,MintCream,713
9839,Christopher,King,['M'],+86 - 2316395442,"{'street_address': '40129 Cross Harbor', 'city': 'North Marthaview', 'state': 'Illinois', 'zipcode': '81488'}",1971-04-12,AB-,Brown,546
9840,Erin,Campbell,['M'],+81 - 6260743977,"{'street_address': '3527 Aaron Stream Apt. 103', 'city': 'Jenniferhaven', 'state': 'Utah', 'zipcode': '63537'}",1982-03-14,O+,YellowGreen,654
9841,James,Mcdonald,['M'],+1 - 4800639796,"{'street_address': '4933 Brown Streets', 'city': 'North Peterbury', 'state': 'Idaho', 'zipcode': '21831'}",1973-05-10,A+,DarkKhaki,511
9842,Emily,Marsh,['F'],+91 - 3336199851,"{'street_address': '51630 Douglas Squares', 'city': 'Deanstad', 'state': 'Mississippi', 'zipcode': '49064'}",2002-10-07,B+,MediumOrchid,490
9843,Jessica,Gomez,['F'],+86 - 9491792153,"{'street_address': '9396 Moore Drives Suite 088', 'city': 'West Tylerbury', 'state': 'South Dakota', 'zipcode': '03787'}",1983-07-31,AB-,Gainsboro,556
9844,Justin,Wade,['F'],+81 - 7008554663,"{'street_address': '94770 Julia Rest Apt. 217', 'city': 'Jenniferbury', 'state': 'South Dakota', 'zipcode': '36503'}",1952-02-08,A-,White,614
9845,James,Young,['F'],+44 - 7239408445,"{'street_address': '480 Hart Crossing Apt. 556', 'city': 'Aaronmouth', 'state': 'Florida', 'zipcode': '56498'}",1980-04-17,AB-,SaddleBrown,336
9846,Madison,Johnson,['F'],+86 - 1990113270,"{'street_address': '6183 Frederick Parkways', 'city': 'Gregoryside', 'state': 'Minnesota', 'zipcode': '32654'}",1969-12-04,AB-,Peru,718
9847,Ryan,Martin,['F'],+44 - 4306909300,"{'street_address': '54821 Kevin Views Apt. 963', 'city': 'North Jacquelineton', 'state': 'Iowa', 'zipcode': '15796'}",1968-05-04,A+,Red,757
9848,Timothy,White,['M'],+86 - 3560427712,"{'street_address': '53634 Peck Drive Apt. 779', 'city': 'South Donnaton', 'state': 'Mississippi', 'zipcode': '78560'}",1953-08-02,A-,SaddleBrown,744
9849,Ethan,Nguyen,['F'],+91 - 7167220463,"{'street_address': '3851 Stewart Club', 'city': 'South Jesus', 'state': 'Alaska', 'zipcode': '73005'}",1949-12-04,O+,Gold,680
9850,Christopher,Villanueva,['M'],+44 - 4869128579,"{'street_address': '8290 Garcia Parkways Apt. 400', 'city': 'Deannaview', 'state': 'South Dakota', 'zipcode': '51000'}",1957-03-08,AB+,LightSkyBlue,565
9851,Eric,Young,['F'],+86 - 0387771279,"{'street_address': '399 Becker Underpass Apt. 629', 'city': 'Anthonychester', 'state': 'Washington', 'zipcode': '14600'}",1948-09-28,O+,LightGoldenRodYellow,352
9852,Jamie,Vega,['F'],+44 - 7543128872,"{'street_address': '2327 Kari Branch', 'city': 'Marquezfort', 'state': 'Idaho', 'zipcode': '99160'}",1954-06-24,A-,DarkKhaki,336
9853,Mary,Price,['M'],+86 - 5337386837,"{'street_address': '02765 Angela Lake', 'city': 'New Lawrence', 'state': 'Alaska', 'zipcode': '80854'}",1990-01-07,A-,Gray,445
9854,Anne,Conley,['M'],+81 - 4331167196,"{'street_address': '68284 Matthew Junction Suite 526', 'city': 'Port William', 'state': 'Connecticut', 'zipcode': '02132'}",1974-04-24,O+,Teal,354
9855,Troy,Green,['M'],+86 - 2510454368,"{'street_address': '083 Lee Rapid Apt. 196', 'city': 'West Marcbury', 'state': 'Arizona', 'zipcode': '80493'}",1984-01-25,B+,Brown,562
9856,Nathan,Frederick,['M'],+81 - 6748534375,"{'street_address': '4463 Patrick Squares Suite 774', 'city': 'Port Samuel', 'state': 'Missouri', 'zipcode': '60721'}",1983-03-15,B+,Blue,395
9857,Michael,Williams,['F'],+44 - 2016386210,"{'street_address': '02879 Johnson Land Apt. 994', 'city': 'Caseybury', 'state': 'Vermont', 'zipcode': '99043'}",1998-11-21,A+,AliceBlue,530
9858,Jacqueline,Moore,['M'],+81 - 1316461731,"{'street_address': '303 Calderon Centers', 'city': 'Daltonport', 'state': 'Florida', 'zipcode': '10202'}",1946-12-08,AB-,Gray,741
9859,Caleb,Miller,['F'],+81 - 9824028902,"{'street_address': '0284 Connor Underpass Suite 514', 'city': 'Allisonshire', 'state': 'Louisiana', 'zipcode': '24063'}",1985-11-05,B+,Turquoise,315
9860,Scott,Garcia,['F'],+81 - 2058038436,"{'street_address': '9167 Barry Wells', 'city': 'Jontown', 'state': 'Idaho', 'zipcode': '24277'}",1944-10-17,B+,LemonChiffon,634
9861,Karen,Delgado,['M'],+1 - 6088802169,"{'street_address': '161 Chambers Squares Apt. 536', 'city': 'Jeffreyshire', 'state': 'North Dakota', 'zipcode': '39171'}",1948-06-13,B-,DarkBlue,570
9862,Keith,Porter,['F'],+1 - 6939371579,"{'street_address': '324 Raymond Manor Apt. 980', 'city': 'Port Samantha', 'state': 'Maryland', 'zipcode': '91607'}",1982-01-04,B-,BlanchedAlmond,509
9863,Angie,Mccall,['M'],+86 - 9466517980,"{'street_address': '87906 Mike Parks Apt. 794', 'city': 'East Allenburgh', 'state': 'Idaho', 'zipcode': '14662'}",1952-04-23,A-,DarkMagenta,769
9864,Kristie,Lopez,['F'],+91 - 2798828795,"{'street_address': '209 Thomas Meadow Suite 781', 'city': 'Port Christinefurt', 'state': 'New Jersey', 'zipcode': '10518'}",2003-11-07,A-,CadetBlue,375
9865,Thomas,Garcia,['M'],+44 - 4484796517,"{'street_address': '67223 Amy Cove', 'city': 'Smithshire', 'state': 'Massachusetts', 'zipcode': '37695'}",1984-11-06,B-,GoldenRod,688
9866,Veronica,Obrien,['M'],+44 - 8512031040,"{'street_address': '7214 Robin Springs Suite 069', 'city': 'West Michael', 'state': 'South Dakota', 'zipcode': '14310'}",1965-06-06,O+,LightSteelBlue,791
9867,Kimberly,Norton,['F'],+1 - 8015593978,"{'street_address': '19773 Jennifer Mission Suite 777', 'city': 'Thompsonport', 'state': 'Virginia', 'zipcode': '64411'}",1975-07-06,B+,SlateGray,525
9868,Christopher,Olson,['M'],+81 - 0795413377,"{'street_address': '319 Coleman Meadow Suite 147', 'city': 'New Matthew', 'state': 'Georgia', 'zipcode': '58559'}",2002-02-15,O+,Tan,578
9869,Laura,Jones,['F'],+86 - 4929519454,"{'street_address': '0069 Kristin Vista', 'city': 'Ericmouth', 'state': 'Wyoming', 'zipcode': '02599'}",1955-07-31,A-,DarkSlateGray,502
9870,Christie,Hunter,['M'],+91 - 9683877614,"{'street_address': '6932 Schroeder Trail Apt. 910', 'city': 'North Kimberlyview', 'state': 'California', 'zipcode': '08077'}",1973-02-15,A-,BurlyWood,657
9871,Adam,Tucker,['M'],+1 - 6639215475,"{'street_address': '77819 Nicolas Square Apt. 028', 'city': 'North Trevor', 'state': 'Michigan', 'zipcode': '09479'}",1959-07-13,A+,NavajoWhite,654
9872,Michael,Roberson,['M'],+44 - 2412831980,"{'street_address': '0611 Matthew Spring', 'city': 'Port Michaelmouth', 'state': 'Nebraska', 'zipcode': '58547'}",1971-09-23,B-,DarkBlue,845
9873,Adam,Russell,['M'],+44 - 7050123711,"{'street_address': '855 Kelly Burgs', 'city': 'Matthewside', 'state': 'Illinois', 'zipcode': '10612'}",1974-07-16,B-,Teal,565
9874,Brian,Bowers,['F'],+1 - 9801766832,"{'street_address': '1918 Michelle Ridge Suite 626', 'city': 'West Nicholas', 'state': 'Montana', 'zipcode': '93516'}",1990-07-24,AB-,LightSalmon,661
9875,Melissa,Cross,['F'],+1 - 1965453614,"{'street_address': '972 Wilson Ranch Suite 162', 'city': 'Austinland', 'state': 'Alabama', 'zipcode': '73625'}",2004-11-11,A-,Cornsilk,419
9876,William,Guerrero,['M'],+81 - 5643153875,"{'street_address': '2183 Dougherty Parks', 'city': 'North Kelsey', 'state': 'Pennsylvania', 'zipcode': '64732'}",1954-04-15,O-,Bisque,678
9877,Jessica,Lopez,['F'],+86 - 9085045782,"{'street_address': '0564 Craig Drive', 'city': 'Carlsonberg', 'state': 'Florida', 'zipcode': '62116'}",1991-06-06,B-,Snow,557
9878,Jonathan,Rivera,['M'],+81 - 1739333851,"{'street_address': '11459 Juarez Junctions', 'city': 'Michaelstad', 'state': 'Arkansas', 'zipcode': '37412'}",1968-11-03,AB-,SeaGreen,721
9879,Nathaniel,Lowe,['M'],+91 - 6260443404,"{'street_address': '2028 Carl Island Apt. 796', 'city': 'Joshuashire', 'state': 'Virginia', 'zipcode': '59188'}",1984-08-09,O+,Aqua,690
9880,Joseph,Duncan,['M'],+91 - 8183835853,"{'street_address': '3076 Kenneth Parks', 'city': 'Lake Ashleyberg', 'state': 'Colorado', 'zipcode': '14156'}",1951-07-26,B-,Indigo,682
9881,Leon,Jones,['F'],+81 - 8032937691,"{'street_address': '394 Doyle Field Suite 704', 'city': 'Margaretbury', 'state': 'California', 'zipcode': '57976'}",1997-09-13,AB+,MediumVioletRed,702
9882,Michele,Frank,['F'],+44 - 8009409721,"{'street_address': '9938 Christopher Road Apt. 488', 'city': 'Denisemouth', 'state': 'Tennessee', 'zipcode': '83819'}",1954-11-04,O+,MintCream,827
9883,Ryan,Potter,['M'],+81 - 8199520376,"{'street_address': '00174 Prince Divide Apt. 002', 'city': 'Rachelburgh', 'state': 'Alabama', 'zipcode': '94328'}",1996-08-18,A+,Lime,687
9884,Jennifer,Kirk,['F'],+91 - 3990884292,"{'street_address': '12647 Benjamin Course Suite 616', 'city': 'Veronicashire', 'state': 'Maryland', 'zipcode': '87193'}",1998-06-05,B+,MediumPurple,472
9885,Anthony,Thomas,['M'],+81 - 2402054358,"{'street_address': '84568 John Run', 'city': 'East Alexandria', 'state': 'Maryland', 'zipcode': '35848'}",1961-05-07,AB+,Peru,437
9886,Karen,Stewart,['M'],+91 - 3073369645,"{'street_address': '9149 Laura Flats Apt. 595', 'city': 'North Dianastad', 'state': 'North Dakota', 'zipcode': '61811'}",1960-12-14,O+,Black,332
9887,Carla,Campbell,['F'],+81 - 9355802145,"{'street_address': '4121 Arellano Land', 'city': 'Kaitlynfurt', 'state': 'Minnesota', 'zipcode': '41451'}",1961-10-11,B-,LavenderBlush,719
9888,Patrick,Wright,['M'],+44 - 8067295699,"{'street_address': '0250 Misty Knolls Suite 986', 'city': 'Port Emily', 'state': 'Georgia', 'zipcode': '18729'}",1995-08-16,B-,LightSeaGreen,525
9889,Laura,Clark,['M'],+44 - 4376866698,"{'street_address': '8833 Dustin Cape Apt. 165', 'city': 'Jimenezland', 'state': 'New Jersey', 'zipcode': '67754'}",1992-01-12,O+,Black,846
9890,Kathryn,Odonnell,['F'],+1 - 9211555156,"{'street_address': '456 Campbell Bridge', 'city': 'Lindaburgh', 'state': 'Indiana', 'zipcode': '89505'}",1987-01-22,B+,DarkSlateBlue,714
9891,Taylor,Douglas,['M'],+1 - 9300058627,"{'street_address': '49588 Harris Vista', 'city': 'Francisville', 'state': 'North Carolina', 'zipcode': '00718'}",1959-05-07,AB-,Khaki,842
9892,Brenda,Garcia,['F'],+91 - 5648582439,"{'street_address': '660 John Union', 'city': 'Aaronside', 'state': 'Utah', 'zipcode': '73837'}",1976-10-11,O-,PaleVioletRed,811
9893,Pedro,Cardenas,['M'],+44 - 3775540692,"{'street_address': '7987 Parker Row Apt. 118', 'city': 'South Erintown', 'state': 'Arkansas', 'zipcode': '36596'}",1983-03-22,B-,Tan,439
9894,Miranda,Patterson,['M'],+91 - 0472664661,"{'street_address': '44174 Curtis Islands Apt. 231', 'city': 'Lake Thomasborough', 'state': 'Virginia', 'zipcode': '14451'}",1968-02-03,B-,DarkOrchid,525
9895,Edward,Benton,['M'],+81 - 6414823015,"{'street_address': '61598 Macdonald Union', 'city': 'Andersontown', 'state': 'North Carolina', 'zipcode': '31697'}",1954-06-26,B+,DarkGreen,371
9896,Diane,Barnett,['M'],+1 - 2840093245,"{'street_address': '4334 Steven Dale Apt. 662', 'city': 'Christopherton', 'state': 'Florida', 'zipcode': '35346'}",1981-08-26,A+,Blue,811
9897,Jennifer,Reyes,['M'],+44 - 4553155581,"{'street_address': '810 Rachael Highway', 'city': 'Chavezmouth', 'state': 'Alabama', 'zipcode': '55416'}",1997-03-06,AB-,DarkSlateGray,619
9898,Julie,Wilkins,['M'],+91 - 0605077399,"{'street_address': '59289 Moreno Manors', 'city': 'Port Madeline', 'state': 'North Carolina', 'zipcode': '89667'}",1946-02-17,AB+,LavenderBlush,508
9899,Sophia,Bonilla,['M'],+1 - 3101480710,"{'street_address': '785 Lindsey Isle', 'city': 'Rodriguezhaven', 'state': 'Texas', 'zipcode': '78708'}",1984-08-17,AB+,PaleGreen,677
9900,Mary,Martin,['M'],+81 - 3851649365,"{'street_address': '97751 Maria Groves', 'city': 'Port Kathy', 'state': 'Oregon', 'zipcode': '72599'}",1951-10-19,B-,MediumVioletRed,787
9901,James,May,['F'],+44 - 2133422753,"{'street_address': '6388 Young Mount Suite 110', 'city': 'Stanleyland', 'state': 'California', 'zipcode': '16683'}",1961-03-01,A+,LawnGreen,326
9902,Cole,Anderson,['M'],+81 - 6583839762,"{'street_address': '211 Graham Ville Suite 684', 'city': 'Lake Jose', 'state': 'Virginia', 'zipcode': '82190'}",1966-06-01,B-,SandyBrown,454
9903,Jessica,Wiley,['M'],+44 - 0067890099,"{'street_address': '092 Daniel Greens Suite 062', 'city': 'Jacobsstad', 'state': 'Hawaii', 'zipcode': '07482'}",1949-06-23,O-,Thistle,328
9904,Anthony,Reynolds,['F'],+44 - 7900071447,"{'street_address': '3842 Austin Land', 'city': 'Edgarfort', 'state': 'Nevada', 'zipcode': '07296'}",1972-02-24,O-,SandyBrown,756
9905,Franklin,Smith,['M'],+91 - 5022549509,"{'street_address': '4876 Vanessa Spur Suite 147', 'city': 'Jennyview', 'state': 'North Carolina', 'zipcode': '55042'}",1978-03-11,O-,Gainsboro,395
9906,Emily,Sharp,['M'],+86 - 9719016875,"{'street_address': '93608 Amy Ridge Apt. 979', 'city': 'South Robertton', 'state': 'Kentucky', 'zipcode': '92745'}",1987-12-22,O-,DarkOrange,756
